,Title,Date,State,Total Deaths,full place name
6459,Ogale Eleme Youth President Killed,1/20/19,Rivers,1,"Eleme, Rivers, Nigeria"
6460,Police in Rivers kill three murder suspects in a shoot-out,1/20/19,Rivers,3,"Port Harcourt, Rivers, Nigeria"
6461,Boko Haram ambushes motorists on Maiduguri-Bama Road,1/20/19,Borno,1,"Konduga, Borno, Nigeria"
6462,"Homes, farms set ablaze as two communities clash in Anambra",1/21/19,Anambra,0,"Anambra West, Anambra, Nigeria"
6463,Rival Cult Clashes Claim Two Lives in Ondo,1/21/19,Ondo,1,"Ondo West, Ondo, Nigeria"
6464,Rival Cult Clashes Claim Two Lives in Ondo,1/22/19,Ondo,1,"Ondo West, Ondo, Nigeria"
6465,"One Dead as Customs, Smugglers Clash in Ogun",1/21/19,Ogun,1,"Obafemi Owode, Ogun, Nigeria"
6466,Eight soldiers killed in fresh Boko Haram attack,1/23/19,Yobe,8,"Geidam, Yobe, Nigeria"
6467,"Gunmen kill police officer, kidnap APC candidate",1/24/19,Edo,1,"Owan West, Edo, Nigeria"
6468,"Police officer, two others killed in Osun bank robbery",1/24/19,Osun,3,"Ila, Osun, Nigeria"
6469,Army kills four Boko Haram terrorists,1/24/19,Borno,4,"Konduga, Borno, Nigeria"
6470,Residents set robbery suspect ablaze in Delta,1/24/19,Delta,1,"Ughelli North, Delta, Nigeria"
6471,"Gunmen kill three, injure three security men, burn houses",1/25/19,Nasarawa,3,"Toto, Nasarawa, Nigeria"
6472,"Kidnappers storm viewing centre, kidnap seven in Zamfara",1/26/19,Zamfara,0,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
6473,Robbers kill three in Lagos,1/26/19,Lagos,3,"Lagos State, Lagos, Nigeria"
6474,"Police officer, others killed by rival cult group in Edo",1/26/19,Edo,3,"Ikpoba Okha, Edo, Nigeria"
6475,Islamic State says it killed 30 Nigerian soldiers,1/26/19,Borno,30,"Ngala, Borno, Nigeria"
6476,Air force bombs Boko Haram hideout,1/25/19,Borno,5,"Monguno, Borno, Nigeria"
6477,Herdsmen kill four in Benue,1/22/19,Benue,4,"Gwer West, Benue, Nigeria"
6478,Herdsmen kill two in Benue,1/21/19,Benue,2,"Makurdi, Benue, Nigeria"
6479,Herdsmen kill three in Benue,1/23/19,Benue,3,"Guma, Benue, Nigeria"
6480,Herdsmen kill six in Benue,1/24/19,Benue,6,"Logo, Benue, Nigeria"
6481,Police arrest killer armed robbers in Lagos,1/27/19,Lagos,0,"Lagos State, Lagos, Nigeria"
6482,"Four killed, two abducted in Boko Haram attack in NE Nigeria",1/27/19,Borno,4,"Konduga, Borno, Nigeria"
6483,"Gunmen kill commercial bus driver, two passengers in Rivers, kidnap 14",1/28/19,Rivers,3,"Emuoha, Rivers, Nigeria"
6484,"Troops kill 21 bandits, capture 17 in Zamfara, Katsina; 11 civilians and 1 vigilante also killed",1/28/19,Zamfara,33,"Bukkuyum, Zamfara, Nigeria"
6485,"Kidnappers storm Zamfara community, abduct 26",1/28/19,Zamfara,0,"Zurmi, Zamfara, Nigeria"
6486,APC chairman kidnapped,1/28/19,Abia,0,"Osisioma, Abia, Nigeria"
6487,"60 killed in deadliest Boko Haram attack on Rann, Borno",1/28/19,Borno,60,"Kala/Balge, Borno, Nigeria"
6488,Boko Haram attack leaves four dead in Niger,1/28/19,Diffa,4,"Bosso, Diffa, Nigeria"
6489,Air Force jets bomb Sambisa forest,1/28/19,Borno,5,"Gwoza, Borno, Nigeria"
6490,Armed youths kidnap 70-year-old retiree in Delta,1/28/19,Delta,0,"Ndokwa East, Delta, Nigeria"
6491,"Gunmen kidnap CPS to Taraba governor, others",1/30/19,Taraba,0,"Gashaka, Taraba, Nigeria"
6492,"Herdsmen attack Delta community, kills police officer",1/31/19,Delta,1,"Ndokwa East, Delta, Nigeria"
6493,"Scores Injured, Properties Destroyed As APC, APM Supporters Clash In Ogun",1/31/19,Ogun,0,"Abeokuta North, Ogun, Nigeria"
6494,Thugs Attack Jimi Agbaje's Campaign Convoy In Lagos,1/31/19,Lagos,0,"Ojo, Lagos, Nigeria"
6495,Boko Haram kill 6 in southeast Niger,2/1/19,Diffa,6,"Bosso, Diffa, Nigeria"
6496,Boko Haram abducts several passengers on Damaturu-Biu road,2/1/19,Yobe,0,"Gujba, Yobe, Nigeria"
6497,"One dead, 2 injured as violence rocks APC rally in Bayelsa",2/2/19,Bayelsa,1,"Sagbama, Bayelsa, Nigeria"
6498,"Two dead, several injured at APC campaign rally in Oyo",2/2/19,Oyo,2,"Ibarapa Central, Oyo, Nigeria"
6499,Soldiers kill four Boko Haram fighters in Borno border town,2/2/19,Borno,4,"Abadam, Borno, Nigeria"
6500,"Delta: Two Die, Scores Injured As Herdsmen Invade Agadama Community In Uwheru",2/2/19,Delta,2,"Ughelli North, Delta, Nigeria"
6501,Police kill 3 suspected kidnappers in Taraba,2/3/19,Taraba,3,"Bali, Taraba, Nigeria"
6502,"Hoodlums attack Oyo APC rep candidate house, office, vandalise vehicles",2/3/19,Oyo,0,"Ibadan South-West, Oyo, Nigeria"
6503,PVCs Burnt As Fire Razes Abia INEC Office,2/3/19,Abia,0,"Isiala Ngwa South, Abia, Nigeria"
6504,"Troops kill nine suspected bandits, arrest five, rescue two victims in Zamfara",2/3/19,Zamfara,9,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
6505,"Three Dead As APC, PDP Thugs Clash In Delta",2/1/19,Delta,3,"Uvwie, Delta, Nigeria"
6506,"Gunmen murder ex-prisons boss, orderly in Kogi",2/1/19,Kogi,2,"Adavi, Kogi, Nigeria"
6507,Tension in Abraka as herdsmen kills cult members during initiation,1/26/19,Delta,2,"Ethiope East, Delta, Nigeria"
6508,Nigerian troops repel Boko Haram attack,2/4/19,Yobe,20,"Yunusari, Yobe, Nigeria"
6509,"Bandits kill Zamfara senator’s sister, kidnap in-law",2/4/19,Zamfara,1,"Gusau, Zamfara, Nigeria"
6510,"14 killed in fresh Zamfara attacks, 6 abducted and later freed",2/4/19,Zamfara,14,"Gusau, Zamfara, Nigeria"
6511,11 killed in fresh Zamfara attacks,2/4/19,Zamfara,11,"Bukkuyum, Zamfara, Nigeria"
6512,Mob kills man after he hacked mother to death in Enugu,2/4/19,Enugu,1,"Igbo Eze South, Enugu, Nigeria"
6513,Boko Haram ‘kill six’ in Adamawa,2/4/19,Adamawa,6,"Madagali, Adamawa, Nigeria"
6514,Ekiti policeman killed while in pursuit of robbers,2/4/19,Ekiti,1,"Ado Ekiti, Ekiti, Nigeria"
6515,"Armed herdsmen, military in gun battle in Benue, three killed",2/4/19,Benue,3,"Guma, Benue, Nigeria"
6516,"Suspected thugs attack ex-deputy speaker, others",2/7/19,Ebonyi,0,"Afikpo South, Ebonyi, Nigeria"
6517,Ishaku alleges attack on his convoy by APC supporters,2/7/19,Taraba,0,"Jalingo, Taraba, Nigeria"
6518,Sokoto lawmaker kidnapped along with one other,2/8/19,Sokoto,0,"Gudu, Sokoto, Nigeria"
6519,One killed in violence at SDP campaign rally,2/8/19,Ondo,1,"Ifedore, Ondo, Nigeria"
6520,Boko Haram kills three troops in Nigeria base attack,2/8/19,Borno,3,"Mafa, Borno, Nigeria"
6521,"Troops kill kidnapper, rescue four hostages in Rivers",2/8/19,Rivers,1,"Ahoada West, Rivers, Nigeria"
6522,9 Vehicles Set Ablaze as Hoodlums Attack FCT APC Campaign Convoy,2/9/19,Federal Capital Territory,0,", Federal Capital Territory, Nigeria"
6523,Army Repels Insurgents’ Attack on Adamawa Town,2/9/19,Adamawa,5,"Madagali, Adamawa, Nigeria"
6524,Soldiers kill 2 at Imo APC rally,2/9/19,Imo,2,"Oguta, Imo, Nigeria"
6525,"One killed as herders, farmers’ clash in Oyo community escalates",2/7/19,Oyo,1,"Afijio, Oyo, Nigeria"
6526,"Bandits kill Katsina Anglican priest …demand N10m ransom for wife, kids",2/7/19,Zamfara,1,"Gusau, Zamfara, Nigeria"
6527,"Shehu Sani alleges bandits massacred army officer, 21 residents in Kaduna community",2/8/19,Kaduna,22,"Birnin Gwari, Kaduna, Nigeria"
6528,"Armed bandits invade Niger communities, kill nine, kidnap 15 others",2/10/19,Niger,9,"Shiroro, Niger, Nigeria"
6529,Suspected cultist stoned to death in Benue,2/11/19,Benue,1,"Makurdi, Benue, Nigeria"
6530,"Gunmen shoot one, kidnap two university workers",2/11/19,Osun,0,"Iwo, Osun, Nigeria"
6531,"Scores Injured as ex-Minister, Lawmaker’s Supporters Clash in Ekiti",2/11/19,Ekiti,0,"Ekiti East, Ekiti, Nigeria"
6532,IPOB accuses Army of killing 5 Biafrans in Owerri,2/11/19,Imo,5,"Owerri Municipal, Imo, Nigeria"
6533,IPOB accuses Army of abducting Biafrans,2/11/19,Abia,0,"Aba South, Abia, Nigeria"
6534,Thugs in bloody clash at Buhari’s campaign in Abeokuta,2/11/19,Ogun,0,"Abeokuta South, Ogun, Nigeria"
6535,Islamic State says attacked Nigerian governor's convoy,2/12/19,Borno,42,"Ngala, Borno, Nigeria"
6536,"Troops kill 11 insurgents, recover ammunition in Adamawa ",2/12/19,Adamawa,13,"Madagali, Adamawa, Nigeria"
6537,Gunmen abduct APC House of Reps candidate’s campaign DG in Edo,2/12/19,Edo,0,"Ovia South-West, Edo, Nigeria"
6538,"2 dead, 4 injured, others missing as herdsmen invade Delta community",2/12/19,Delta,2,"Ndokwa West, Delta, Nigeria"
6539,"Herdsmen kill Enugu house wife, abduct cleric ",2/13/19,Enugu,1,"Udi, Enugu, Nigeria"
6540,Gunmen kidnap UBEB official in Ondo,2/13/19,Ondo,0,"Akoko North-East, Ondo, Nigeria"
6541,Protest Rocks  Ekiti Community Over  Killing of Farmer by Suspected Herdsmen,2/13/19,Ekiti,1,"Oye, Ekiti, Nigeria"
6542,"PDP campaign house burnt in Kano, 20 injured in Ekiti clash",2/10/19,Kano,0,"Gwale, Kano, Nigeria"
6543,"Five Killed, Many Injured as Customs, Smugglers Clash in Katsina Community",2/14/19,Katsina,5,"Jibia, Katsina, Nigeria"
6544,"IPOB members allegedly burn vehicles, police station in Anambra",2/14/19,Anambra,0,"Orumba North, Anambra, Nigeria"
6545,Ondo Election: Thugs attack PDP members in Akeredolu’s hometown,2/14/19,Ondo,0,"Owo, Ondo, Nigeria"
6546,"Police, Soldiers Tear-Gas Protesting APC Members At Rivers INEC Office",2/14/19,Rivers,0,"Port Harcourt, Rivers, Nigeria"
6547,"APC, PDP supporters clash at Atiku’s rally in Yola, three feared killed",2/14/19,Adamawa,3,"Yola South, Adamawa, Nigeria"
6548,Gunmen in military uniform attack INEC vehicle carrying election materials,2/14/19,Benue,0,"Logo, Benue, Nigeria"
6549,"Gunmen abduct Delta APC women leader, demand N30m ransom",2/14/19,Delta,0,"Ughelli North, Delta, Nigeria"
6550,130 people killed in Kaduna,2/11/19,Kaduna,130,"Kajuru, Kaduna, Nigeria"
6551,"An aide to Delta State governor Ifeanyi Okowa, Lawrence Ngozi Akpomiemie, has been shot dead by unknown persons.",2/15/19,Delta,1,"Uvwie, Delta, Nigeria"
6552,"
7 Nigerien soldiers killed in clashes with Boko Haram",2/15/19,,12,", , Nigeria"
6553,6 killed in Rivers,2/15/19,Rivers,6,"Ogba/Egbema/Ndoni, Rivers, Nigeria"
6554,2 killed in Rivers,2/15/19,Rivers,2,"Ikwerre, Rivers, Nigeria"
6555,Police officer killed in Rivers,2/15/19,Rivers,1,"Obio/Akpor, Rivers, Nigeria"
6556,Two People Caught with Four AK-47 Rifles Set Ablaze In Zamfara,2/15/19,Zamfara,2,"Gusau, Zamfara, Nigeria"
6557,"Two Killed, 13 Vehicles Burnt in Akwa Ibom",2/15/19,Akwa Ibom,2,"Obot Akara, Akwa Ibom, Nigeria"
6558,"Boko Haram strikes Maiduguri, kills 11",2/16/19,Borno,11,"Maiduguri, Borno, Nigeria"
6559,"Boko Haram Kills 3, Abducts 12 Others in Borno",2/16/19,Borno,3,"Gwoza, Borno, Nigeria"
6560,"Five Boko Haram fighters, four Nigerian soldiers, five civilians killed in battle",2/16/19,Yobe,14,"Gujba, Yobe, Nigeria"
6561,Two PDP supporters killed in Ebonyi,2/16/19,Ebonyi,2,"Izzi, Ebonyi, Nigeria"
6562,"Four killed, eight injured as rival cult groups clash in Delta",2/16/19,Delta,4,"Ughelli South, Delta, Nigeria"
6563,Thugs kill one in Ebonyi,2/15/19,Ebonyi,1,"Ishielu, Ebonyi, Nigeria"
6564,"Gunmen invade RAC center,  rob NYSC ad hoc staff",2/16/19,Rivers,0,"Port Harcourt, Rivers, Nigeria"
6565,"Elections: Five Killed, Others Injured In Cross River",2/16/19,Cross River,5,"Etung, Cross River, Nigeria"
6566,"Soldiers, insurgents killed in gunfire in Borno",2/16/19,Borno,6,"Magumeri, Borno, Nigeria"
6567,"Soldiers, insurgents killed in gunfire in Borno",2/16/19,Borno,17,"Nganzai, Borno, Nigeria"
6568,"Nigerian troops kill 37 Zamfara bandits, rescue 80 people",2/14/19,Zamfara,43,"Maru, Zamfara, Nigeria"
6569,Gunmen Kill Benue Local Government APC Chairman,2/17/19,Benue,1,"Ohimini, Benue, Nigeria"
6570,Customs officer shoots one dead,2/17/19,Ogun,1,"Ijebu Ode, Ogun, Nigeria"
6571,"Boko Haram kills two soldiers in Borno, soldiers kill two militants",2/16/19,Borno,4,"Bama, Borno, Nigeria"
6572,Gunmen kill hotel manager in Benin,2/17/19,Edo,1,"Ikpoba Okha, Edo, Nigeria"
6573,Tension In Osun Community As Suspected Political Thugs Set Five Houses Ablaze,2/17/19,Osun,0,"Atakunmosa East, Osun, Nigeria"
6574,Gunmen Kill Four NDLEA Officials In Ondo,2/17/19,Ondo,4,"Ose, Ondo, Nigeria"
6575,"Bandits kill 6 civilians, 1 soldier in Katsina",2/17/19,Katsina,7,"Batsari, Katsina, Nigeria"
6576,"Bandits kill 5 in Niger, abduct 35",2/14/19,Niger,5,"Shiroro, Niger, Nigeria"
6577,Adamawa PDP Chieftain Kidnapped by Unknown Gunmen,2/18/19,Adamawa,0,"Grie, Adamawa, Nigeria"
6578,Mob burns suspected robber to death in Aba,2/18/19,Abia,1,"Aba North, Abia, Nigeria"
6579,Boko Haram Slaughters 18 Firewood And Charcoal Scavengers In Borno,2/18/19,Borno,18,"Jere, Borno, Nigeria"
6580,Police confirm abduction of village head in Nasarawa,2/18/19,Nasarawa,0,"Lafia, Nasarawa, Nigeria"
6581,"Suspected Gunmen Kidnap 2 Sawmillers In Ondo, Demand N5m Ransom",2/18/19,Ondo,0,"Akoko North-East, Ondo, Nigeria"
6582,"One killed in fresh Abia, Cross River communal clash",2/16/19,Cross River,1,"Biase, Cross River, Nigeria"
6583,"Rivalry cult groups in gun battle in Benin, 2 more dead",2/19/19,Edo,3,"Oredo, Edo, Nigeria"
6584,"Two Killed, Scores Injured As APC, PDP Supporters Clash In Kwara",2/19/19,Kwara,2,"Oyun, Kwara, Nigeria"
6585,Gunmen Kill APC Ward Chairman At His Residence In Imo,2/19/19,Imo,1,"Ngor Okpala, Imo, Nigeria"
6586,Kwara Police confirm gunmen attacks on APC Senatorial candidate campaign train,2/19/19,Kwara,0,"Irepodun, Kwara, Nigeria"
6587,"Five Killed, Nine Abducted As Boko Haram Attacks Chad",2/19/19,,5,", , Nigeria"
6588,"Minor Shot, Properties Destroyed As Osun APC, PDP Supporters Clash",2/19/19,Osun,0,"Atakunmosa East, Osun, Nigeria"
6589,Air Force destroys terrorists’ camp in Arboko,2/18/19,Borno,5,"Gwoza, Borno, Nigeria"
6590,"Again, Herdsmen Kill 17 People in Benue",2/20/19,Benue,17,"Agatu, Benue, Nigeria"
6591,Three feared killed in cult clash in Edo,2/20/19,Edo,3,"Oredo, Edo, Nigeria"
6592,Gunmen kidnap Poly chaplain’s son,2/20/19,Plateau,0,"Barkin Ladi, Plateau, Nigeria"
6593,"Bandits kill one, sack 10 villages in Katsina",2/20/19,Katsina,1,"Batsari, Katsina, Nigeria"
6594,"Gunmen attack police checkpoint in Bayelsa, cart away two rifles",2/20/19,Bayelsa,0,"Yenagoa, Bayelsa, Nigeria"
6595,NAF destroys insurgents’ Zanari camp,2/20/19,Borno,10,"Jere, Borno, Nigeria"
6596,59 bandits and 7 civil defense fighters killed in clashes,2/20/19,Zamfara,66,"Chafe, Zamfara, Nigeria"
6597,Benue: Soldiers killed 2 of our herders,2/20/19,Benue,2,"Makurdi, Benue, Nigeria"
6598,"Gunmen Kidnap Driver, 10 Passengers In Rivers",2/20/19,Rivers,0,"Emuoha, Rivers, Nigeria"
6599,APC Supporter Shot Dead In Enugu,2/20/19,Enugu,1,"Nsukka, Enugu, Nigeria"
6600,"Five Killed, Vehicles Burnt As PDP, APC Supporters Clash In Kano",2/21/19,Kano,5,"Bebeji, Kano, Nigeria"
6601,Suspected thugs attack Kwankwaso’s convoy,2/21/19,Kano,0,"Bebeji, Kano, Nigeria"
6602,Gunmen Open Fire On Osinbajo's Campaign Convoy In Kwara,2/21/19,Kwara,0,"Ilorin West, Kwara, Nigeria"
6603,Renewed attack on Benue community sparks controversy,2/21/19,Benue,2,"Guma, Benue, Nigeria"
6604,"PDP campaign spokesman, Okai abducted",2/22/19,Kogi,0,"Lokoja, Kogi, Nigeria"
6605,"Boko Haram Overpowers Soldiers, Kills Civilians In Borno Village On Eve Of Presidential Election",2/22/19,Borno,10,"Jere, Borno, Nigeria"
6606,Four Killed In Suspected Terrorist Attack In Niger,2/22/19,,4,", , Nigeria"
6607,Soldiers Kill Gang Member In Bayelsa,2/22/19,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria"
6608,Four Dead as Army Denies Killings in Bayelsa,2/22/19,Bayelsa,4,"Yenagoa, Bayelsa, Nigeria"
6609,"Elections: Two killed, three injured in Ebonyi violence",2/22/19,Ebonyi,2,"Ikwo, Ebonyi, Nigeria"
6610,Bandits attack more Katsina communities,2/22/19,Katsina,0,"Batsari, Katsina, Nigeria"
6611,Elections: kidnapped corps member regains freedom,2/23/19,Anambra,0,"Orumba North, Anambra, Nigeria"
6612,Boko Haram: Multiple blasts rock Maiduguri as Nigerian elections begin,2/23/19,Borno,1,"Maiduguri, Borno, Nigeria"
6613,Deadly Boko Haram attack in Geidam as Nigerian elections begin,2/23/19,Yobe,0,"Geidam, Yobe, Nigeria"
6614,"Army Confirms officer, Six Others Killed in Rivers",2/23/19,Rivers,7,"Akuku-Toru, Rivers, Nigeria"
6615,"Heavy gunfire, sporadic shooting in Bonny",2/23/19,Rivers,0,"Bonny, Rivers, Nigeria"
6616,Four shot dead in Rivers,2/23/19,Rivers,4,"Andoni, Rivers, Nigeria"
6617,Bandits kill APC ward chairman in Zamfara,2/23/19,Zamfara,1,"Chafe, Zamfara, Nigeria"
6618,3 Dead in Election Violence in Delta,2/23/19,Delta,3,"Sapele, Delta, Nigeria"
6619,Violence breaks out at Lagos polling unit,2/23/19,Lagos,0,"Irepodun/Ifelodun, Lagos, Nigeria"
6620,Elections: One killed in Ibadan,2/23/19,Oyo,1,"Ibadan South-East, Oyo, Nigeria"
6621,Thugs attack INEC officials in Osun,2/24/19,Osun,0,"Oriade, Osun, Nigeria"
6622,Election Violence: One killed in Kogi,2/22/19,Kogi,1,"Okene, Kogi, Nigeria"
6623,Election Violence: One killed in Kogi,2/23/19,Kogi,1,"Dekina, Kogi, Nigeria"
6624,Election Violence: One killed in Kogi,2/23/19,Kogi,1,"Igalamela Odolu, Kogi, Nigeria"
6625,Election official killed in Rivers State,2/23/19,Rivers,1,"Degema, Rivers, Nigeria"
6626,"Soldiers Kill Photographer, PDP Ward Chair in Bayelsa",2/23/19,Bayelsa,2,"Southern Ijaw, Bayelsa, Nigeria"
6627,Gunmen Abduct 10 Corps Members in Akwa Ibom,2/23/19,Akwa Ibom,0,"Abak, Akwa Ibom, Nigeria"
6628,Gunmen Abduct 4 Corps Members in Akwa Ibom,2/23/19,Akwa Ibom,0,"Itu, Akwa Ibom, Nigeria"
6629,Gunmen Abduct 4 Corps Members in Akwa Ibom,2/23/19,Akwa Ibom,0,"Ikono, Akwa Ibom, Nigeria"
6630,Air Force hits Boko Haram logistics base,2/23/19,Borno,5,"Mobbar, Borno, Nigeria"
6631,"Ballot boxes set ablaze in Lagos, INEC officials, voters run away",2/23/19,Lagos,0,"Oshodi-Isolo, Lagos, Nigeria"
6632,Woman Stabs Female Voter In The Face With Bottle In Osun,2/23/19,Osun,0,"Ife Central, Osun, Nigeria"
6633,3 injured as party supporters clash in Zamfara,2/23/19,Zamfara,0,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
6634,Police confirm 5 persons killed by gunmen in Taraba,2/24/19,Taraba,5,"Karim Lamido, Taraba, Nigeria"
6635,NAF jets neutralise insurgents in Borno town of Kolloram,2/24/19,Borno,40,"Kukawa, Borno, Nigeria"
6636,Gunmen kill policeman accompanying election results in Ogun,2/24/19,Ogun,1,"Egbado South, Ogun, Nigeria"
6637,INEC adhoc official Kidnapped in Katsina,2/24/19,Katsina,0,"Safana, Katsina, Nigeria"
6638,"APC Thugs Kidnap, Strip DCP in Bayelsa",2/24/19,Bayelsa,0,"Brass, Bayelsa, Nigeria"
6639,Hoodlums Attack Polling Unit In Nasarawa,2/23/19,Nasarawa,0,"Lafia, Nasarawa, Nigeria"
6640,Senator says he was attacked by political thugs,2/24/19,Nasarawa,0,"Lafia, Nasarawa, Nigeria"
6641,"Violence erupts at Ikeja collation centre, leaves PDP candidate unconscious",2/24/19,Lagos,0,"Ikeja, Lagos, Nigeria"
6642,NYSC confirms attack on corps members on election duty in Anambra,2/24/19,Anambra,0,"Idemili North, Anambra, Nigeria"
6643,"4 injured in A’Ibom, as Police nab 5 thugs",2/24/19,Akwa Ibom,0,"Oruk Anam, Akwa Ibom, Nigeria"
6644,Unknown Persons Burn Down INEC Office In Imo During Presidential Results Collation,2/25/19,Imo,0,"Isiala Mbano, Imo, Nigeria"
6645,40 killed in fresh Kajuru killings,2/26/19,Kaduna,40,"Kajuru, Kaduna, Nigeria"
6646,"Suspected bandits kill 16, kidnap 6 in Sokoto",2/26/19,Sokoto,16,"Rabah, Sokoto, Nigeria"
6647,"Again, Bandits Kill 14, Abduct 40 in Zamfara Community",2/27/19,Zamfara,19,"Anka, Zamfara, Nigeria"
6648,Hoodlums attack Igbo traders on Lagos Island for failure to vote for Buhari,2/27/19,Lagos,0,"Lagos Island, Lagos, Nigeria"
6649,1 killed at Buhari’s victory celebration in Lagos,2/27/19,Lagos,1,"Lagos Mainland, Lagos, Nigeria"
6650,"Two killed, police DCO injured during Buhari’s victory celebration in Lagos",2/27/19,Lagos,2,"Ojo, Lagos, Nigeria"
6651,Military kills three during Buhari victory celebration,2/27/19,Adamawa,3,"Numan, Adamawa, Nigeria"
6652,APC chieftain escapes assassination in Jos,2/27/19,Plateau,0,"Jos South, Plateau, Nigeria"
6653,"Many Insurgents, Three Soldiers, One Civilian Killed As Boko Haram, Military Clash Near Maiduguri",2/28/19,Borno,24,"Jere, Borno, Nigeria"
6654,Gunshots as police disrupt anti-Tinubu meeting in Lagos,2/28/19,Lagos,0,"Ikeja, Lagos, Nigeria"
6655,Bandits kill 32 in another Zamfara attack,2/28/19,Zamfara,32,"Shinkafi, Zamfara, Nigeria"
6656,Islamic State says it killed 10 Nigerian soldiers,2/28/19,Borno,10,", Borno, Nigeria"
6657,Woman Macheted By ‘Herdsmen’ In Adamawa,3/1/19,Adamawa,1,"Numan, Adamawa, Nigeria"
6658,"Gunmen Attack SDP Assembly Candidate, Campaign Vehicles In Ondo",3/1/19,Ondo,0,"Akure South, Ondo, Nigeria"
6659,Police Officer Kills Bus Driver In Lagos,3/1/19,Lagos,1,"Lagos State, Lagos, Nigeria"
6660,Seven killed as gunmen storm Kaduna community,3/2/19,Kaduna,7,"Giwa, Kaduna, Nigeria"
6661,Suspected Herdsmen Kill 16 Farmers In Benue,3/2/19,Benue,16,"Gwer West, Benue, Nigeria"
6662,"Hoodlums attack community, private radio station in Gombe",3/2/19,Gombe,0,"Gombe, Gombe, Nigeria"
6663,Gunmen attacks former Cross River official,3/3/19,Cross River,0,"Boki, Cross River, Nigeria"
6664,Gunmen Kill Two Soldiers in Rivers,3/2/19,Rivers,2,"Akuku-Toru, Rivers, Nigeria"
6665,"Violence Persists in Zamfara, Bandits Kill 40 in Fresh Attacks",3/3/19,Zamfara,30,"Shinkafi, Zamfara, Nigeria"
6666,"Violence Persists in Zamfara, Bandits Kill 40 in Fresh Attacks",3/3/19,Zamfara,10,"Anka, Zamfara, Nigeria"
6667,Robbers kill 2 motorcyclists in Lagos,3/3/19,Lagos,2,"Badagry, Lagos, Nigeria"
6668,Bandits kill 23 CJTF in Tsafe,3/3/19,Zamfara,23,"Tsafe, Zamfara, Nigeria"
6669,Police gun down 2 armed robbery suspects in Enugu,3/5/19,Enugu,2,"Udenu, Enugu, Nigeria"
6670,"Gunmen attack APC campaign in A’Ibom, injure three",3/5/19,Akwa Ibom,0,"Uyo, Akwa Ibom, Nigeria"
6671,30 CJTF killed in Shinkafi,3/5/19,Zamfara,30,"Shinkafi, Zamfara, Nigeria"
6672,"One killed, others injured as APC, PDP supporters clash in Kaduna",3/6/19,Kaduna,1,"Kaduna South, Kaduna, Nigeria"
6673,"APC, PDP supporters clash in Nasarawa State",3/6/19,Nasarawa,0,"Obi, Nasarawa, Nigeria"
6674,"Five Killed, 20 Injured As Vehicle Hits Landmine In Maiduguri",3/6/19,Borno,5,"Maiduguri, Borno, Nigeria"
6675,One Killed As Troops Dislodge Boko Haram Terrorists In Borno,3/6/19,Borno,1,"Shani, Borno, Nigeria"
6676,Six Killed As Troops Dislodge Boko Haram Terrorists In Borno,3/6/19,Borno,6,"Mafa, Borno, Nigeria"
6677,Communal Clashes Claim 20 Lives in Kogi,3/7/19,Kogi,20,"Bassa, Kogi, Nigeria"
6678,"Two killed, 35 vehicles damaged, shops looted as APC factions clash in Lagos",3/7/19,Lagos,2,"Lagos State, Lagos, Nigeria"
6679,"One killed as APC, APM supporters clash in Ogun",3/7/19,Ogun,1,"Ifo, Ogun, Nigeria"
6680,"One Dead, Many Arrested As Soldiers Invade Rivers Community",3/7/19,Rivers,1,"Okrika, Rivers, Nigeria"
6681,Suspected Gunmen Attack  APC Assembly Candidate in Ekiti,3/7/19,Ekiti,0,"Moba, Ekiti, Nigeria"
6682,Governor Masari’s Mother-In-Law Kidnapped in Katsina,3/8/19,Katsina,0,"Katsina (K), Katsina, Nigeria"
6683,Gunshots rock Kaduna ahead of election,3/8/19,Kaduna,0,"Kaura, Kaduna, Nigeria"
6684,"Two feared dead, property destroyed as APC, RTEAN members clash in Lagos",3/8/19,Lagos,2,"Ojo, Lagos, Nigeria"
6685,"Smugglers Attack Customs In Ogun, Injure Two Officers",3/8/19,Ogun,0,"Abeokuta South, Ogun, Nigeria"
6686,"Seven Soldiers, Dozens Of Boko Haram Militants Killed In Niger Attack",3/8/19,Diffa,45,"Diffa, Diffa, Nigeria"
6687,Bandits kill 20 in Zamfara,3/7/19,Zamfara,20,"Bukkuyum, Zamfara, Nigeria"
6688,"Troops, CJTF kill bandits in Zamfara",3/8/19,Zamfara,20,"Bukkuyum, Zamfara, Nigeria"
6689,Boko Haram attacks Mafa as residents vote,3/8/19,Borno,40,"Mafa, Borno, Nigeria"
6690,Troops kill 23 militants in Abadam,3/9/19,Borno,23,"Abadam, Borno, Nigeria"
6691,Premium Times Reporter abducted at governor’s polling unit over underage voting,3/9/19,Plateau,0,"Shendam, Plateau, Nigeria"
6692,"Eight injured as APC, PDP clash in Akwa-Ibom town",3/9/19,Akwa Ibom,0,"Nsit Atai, Akwa Ibom, Nigeria"
6693,Ward Chairman stabbed in Delta,3/9/19,Delta,0,"IsokoSou, Delta, Nigeria"
